Number,Time,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T
756552,15-07-19 21:10,77,4,10,28,21,26,53,74,42,48,68,32,52,60,39,16,79,57,17,27
756553,15-07-19 21:15,41,74,76,59,30,21,45,54,57,79,61,8,46,52,22,71,15,14,1,13
756554,15-07-19 21:20,35,20,25,5,40,50,79,1,74,13,8,46,64,34,73,30,27,77,29,23
756555,15-07-19 21:25,3,51,59,65,66,27,46,70,80,30,40,41,5,14,31,39,69,57,42,58
756556,15-07-19 21:30,63,56,9,36,22,13,77,60,29,51,16,48,55,5,33,46,34,1,10,42
756557,15-07-19 21:35,37,41,6,71,75,63,11,58,20,54,68,62,14,59,15,76,29,7,64,9
756558,15-07-19 21:40,48,80,39,3,51,20,68,62,33,56,5,26,37,61,28,43,41,69,15,6
756559,15-07-19 21:45,72,80,10,14,59,78,67,3,28,1,9,68,25,20,43,38,60,54,69,40
756560,15-07-19 21:50,39,44,46,77,23,16,41,47,24,38,12,29,25,75,52,3,45,49,37,20
756561,15-07-19 21:55,11,76,6,2,47,64,12,13,44,22,26,8,41,48,69,65,24,78,18,35
756562,15-07-19 22:00,76,21,71,57,73,52,46,75,80,31,15,55,29,37,28,53,1,30,54,4
756563,15-07-19 22:05,22,37,3,52,23,34,49,53,26,24,47,10,44,50,9,40,66,41,14,29
756564,15-07-19 22:10,40,15,44,34,78,42,59,25,28,32,33,29,56,3,73,60,79,48,64,75
756565,15-07-19 22:15,74,26,69,48,10,40,1,30,62,79,49,28,36,51,50,66,11,70,73,19
756566,15-07-19 22:20,41,18,45,13,23,38,10,37,28,55,24,7,50,76,19,15,68,40,71,3
756567,15-07-19 22:25,17,79,6,10,74,53,22,32,77,78,42,28,39,4,15,14,1,8,11,36
756568,15-07-19 22:30,22,8,48,66,51,44,47,76,13,60,9,34,36,50,79,45,57,63,32,26
756569,15-07-19 22:35,21,3,76,1,69,75,50,60,68,18,51,70,15,22,78,61,80,54,62,57
756570,15-07-19 22:40,32,36,69,54,45,25,35,55,8,66,49,39,16,46,42,18,48,7,76,34
756571,15-07-19 22:45,68,34,14,65,23,57,49,12,26,70,10,6,30,31,51,40,75,64,37,33
756572,15-07-19 22:50,69,28,79,58,66,3,34,27,75,71,59,62,14,65,2,29,73,54,68,51
756573,15-07-19 22:55,17,11,10,18,47,33,25,51,69,27,71,6,52,34,64,75,79,23,54,26
756574,15-07-19 23:00,42,34,36,9,77,3,48,67,25,69,62,53,11,40,54,45,66,23,58,27
756575,15-07-19 23:05,71,9,8,72,46,69,47,32,56,14,30,64,51,65,73,70,21,68,61,18
756576,15-07-19 23:10,70,59,75,72,47,58,55,32,25,39,43,18,4,10,8,49,22,57,63,79
756577,15-07-19 23:15,56,47,46,3,50,27,68,19,1,8,38,34,35,73,6,67,42,80,14,63
756578,15-07-19 23:20,30,44,5,59,28,36,57,78,14,37,67,11,40,12,32,71,25,39,22,33
756579,15-07-19 23:25,12,66,69,57,26,64,53,30,80,46,25,23,70,19,17,61,7,68,49,21
756580,15-07-19 23:30,34,59,38,69,72,27,10,32,57,52,13,48,67,23,7,33,47,65,60,40
756581,15-07-19 23:35,75,47,55,72,49,11,8,69,61,9,20,17,5,34,53,22,37,68,62,63
756582,15-07-19 23:40,61,58,17,26,20,1,46,27,60,28,23,4,70,32,3,6,25,73,10,64
756583,15-07-19 23:45,38,19,31,46,33,11,9,23,25,62,5,65,64,72,44,8,58,48,54,74
756584,15-07-19 23:50,34,35,16,56,39,54,55,71,74,9,7,26,40,14,22,42,28,50,21,62
756585,15-07-19 23:55,41,71,60,58,27,16,46,44,65,80,36,34,37,52,29,21,31,73,12,55
756586,16-07-19 9:00,66,24,16,7,47,54,73,15,45,36,3,67,8,29,4,79,78,23,10,32
756587,16-07-19 9:05,35,30,33,69,59,53,44,29,25,38,10,73,16,32,24,78,4,34,61,74
756588,16-07-19 9:10,59,42,15,3,43,13,16,22,78,46,65,54,47,24,39,70,1,27,53,9
756589,16-07-19 9:15,53,52,41,7,72,46,50,48,39,29,20,36,33,79,45,23,57,61,26,9
756590,16-07-19 9:20,62,52,51,16,68,66,58,40,75,56,79,18,15,63,20,36,47,45,9,38
756591,16-07-19 9:25,44,47,13,70,80,49,68,78,66,52,57,20,29,5,10,17,53,16,64,61
756592,16-07-19 9:30,47,11,23,80,29,6,74,51,1,19,26,67,53,31,39,42,64,35,27,22
756593,16-07-19 9:35,36,53,56,13,48,15,47,19,43,10,55,78,30,50,6,62,7,69,63,77
756594,16-07-19 9:40,7,1,13,74,71,61,3,19,17,73,34,75,54,55,56,77,46,36,62,59
756595,16-07-19 9:45,34,77,42,10,4,65,13,27,64,19,31,23,79,54,30,66,36,18,45,5
756596,16-07-19 9:50,65,49,8,19,20,23,29,3,54,22,80,42,55,40,53,31,51,16,57,62
756597,16-07-19 9:55,39,70,37,23,24,50,77,19,41,7,38,6,54,43,68,51,67,29,31,28
756598,16-07-19 10:00,34,36,79,1,60,28,19,29,42,71,41,20,69,17,56,43,62,59,54,46
756599,16-07-19 10:05,33,13,52,14,22,36,26,60,18,3,7,50,9,5,34,40,69,61,8,79
756600,16-07-19 10:10,38,66,26,2,51,55,4,1,16,33,40,70,36,22,19,80,78,47,72,3
756601,16-07-19 10:15,15,56,6,22,46,65,49,72,61,59,2,57,13,75,29,44,79,23,53,28
756602,16-07-19 10:20,29,12,45,7,15,37,23,18,17,4,79,48,22,25,72,14,77,44,78,66
756603,16-07-19 10:25,59,3,76,39,67,17,24,27,16,1,57,9,69,11,31,48,7,53,58,33
756604,16-07-19 10:30,17,25,29,34,30,44,74,31,71,53,56,75,28,64,26,5,76,14,60,67
756605,16-07-19 10:35,45,1,19,32,30,12,13,14,28,10,57,55,23,47,21,40,31,77,67,56
756606,16-07-19 10:40,21,9,45,75,28,37,36,25,16,72,66,46,29,68,11,61,31,20,51,60
756607,16-07-19 10:45,20,56,79,60,44,50,42,23,10,27,46,68,2,38,63,33,18,37,78,13
756608,16-07-19 10:50,17,66,46,22,67,15,69,39,7,62,42,48,77,70,75,49,72,58,29,53
756609,16-07-19 10:55,76,12,3,55,78,5,49,33,79,69,18,62,48,67,60,63,37,47,24,13
756610,16-07-19 11:00,39,17,79,60,35,54,23,36,67,50,1,24,46,52,63,15,37,12,32,73
756611,16-07-19 11:05,75,40,63,31,39,18,65,71,11,60,66,8,3,7,42,4,50,73,6,48
756612,16-07-19 11:10,38,29,74,32,71,35,8,69,22,19,77,75,16,9,24,55,73,43,59,65
756613,16-07-19 11:15,36,73,38,32,67,61,74,69,49,25,64,60,52,35,75,8,63,13,24,78
756614,16-07-19 11:20,46,24,2,38,13,74,14,55,54,6,22,29,51,78,56,11,42,53,39,17
756615,16-07-19 11:25,19,10,22,26,57,58,52,25,56,51,21,46,37,38,54,48,6,53,62,28
756616,16-07-19 11:30,29,15,19,58,41,35,16,1,36,43,26,78,63,42,57,14,20,46,5,22
756617,16-07-19 11:35,45,78,75,12,57,27,62,33,61,26,63,35,1,28,21,37,40,15,11,80
756618,16-07-19 11:40,73,72,34,64,23,26,12,1,29,78,16,8,7,80,77,47,17,55,45,44
756619,16-07-19 11:45,60,43,74,15,75,22,25,33,79,51,50,62,41,36,7,42,27,18,58,21
756620,16-07-19 11:50,45,18,26,79,19,51,40,28,13,41,24,22,74,7,36,5,76,20,55,50
756621,16-07-19 11:55,46,24,40,26,34,23,41,5,19,52,79,21,15,22,13,4,57,11,9,80
756622,16-07-19 12:00,78,70,2,5,64,39,48,6,15,20,52,18,80,9,44,13,30,34,17,65
756623,16-07-19 12:05,54,57,34,9,74,16,22,47,43,23,38,3,20,39,8,64,51,55,27,59
756624,16-07-19 12:10,24,6,45,69,22,20,57,5,71,70,37,1,54,34,29,51,78,48,11,31
756625,16-07-19 12:15,77,7,23,35,17,9,41,1,59,61,52,16,11,64,33,45,18,40,75,46
756626,16-07-19 12:20,11,25,42,43,29,72,53,26,36,52,62,31,22,2,12,4,15,65,66,70
756627,16-07-19 12:25,41,52,12,58,79,27,53,59,16,4,17,72,18,15,9,8,21,25,74,31
756628,16-07-19 12:30,24,28,14,15,8,2,39,22,53,55,48,1,5,6,69,72,40,3,10,57
756629,16-07-19 12:35,54,2,66,11,68,26,59,29,37,10,61,50,33,80,69,73,35,62,9,58
756630,16-07-19 12:40,2,71,51,17,22,32,13,27,72,69,66,14,43,12,4,11,60,15,25,58
756631,16-07-19 12:45,62,19,25,51,63,46,71,65,44,31,35,41,49,73,22,58,76,23,64,21
756632,16-07-19 12:50,68,55,21,58,56,72,40,53,44,75,8,46,4,63,62,16,17,13,28,30
756633,16-07-19 12:55,4,52,78,49,34,46,77,36,64,53,37,80,74,40,3,24,18,15,59,56
756634,16-07-19 13:00,13,51,42,64,39,58,3,67,30,45,50,26,6,72,41,7,74,33,36,73
756635,16-07-19 13:05,51,77,46,72,2,33,74,35,53,52,65,23,17,9,80,7,42,15,79,75
756636,16-07-19 13:10,74,62,3,44,65,17,29,35,45,54,55,7,25,75,34,27,11,58,59,64
756637,16-07-19 13:15,47,32,67,12,46,31,9,74,66,63,29,17,75,22,78,43,61,65,42,73
756638,16-07-19 13:20,19,51,75,58,11,55,39,48,3,37,22,9,72,35,29,42,52,14,30,27
756639,16-07-19 13:25,58,48,57,38,76,67,24,2,33,3,30,27,39,71,64,29,73,42,21,10
756640,16-07-19 13:30,41,8,39,73,10,5,49,21,7,47,70,56,15,6,71,54,78,77,22,13
756641,16-07-19 13:35,9,54,58,63,55,65,36,6,78,29,70,40,7,15,57,21,5,80,22,8
756642,16-07-19 13:40,68,53,31,5,29,67,43,30,60,2,6,65,26,39,57,80,3,49,74,33
756643,16-07-19 13:45,57,58,28,1,19,77,5,25,42,73,62,39,14,13,27,10,76,6,65,55
756644,16-07-19 13:50,38,63,48,67,14,41,75,61,3,26,60,11,55,42,27,17,70,9,47,18
756645,16-07-19 13:55,10,18,15,8,24,43,44,46,67,29,63,6,40,72,47,31,1,17,9,65
756646,16-07-19 14:00,80,32,77,19,49,56,64,23,34,44,14,33,78,45,27,73,28,43,47,48
756647,16-07-19 14:05,9,24,47,4,6,37,2,75,18,45,76,51,69,19,7,11,78,33,66,3
756648,16-07-19 14:10,6,40,27,18,59,76,26,66,16,74,55,50,37,72,22,43,34,12,25,53
756649,16-07-19 14:15,62,35,6,63,29,25,1,44,71,67,53,56,66,10,30,41,50,54,48,12
756650,16-07-19 14:20,48,14,42,61,12,58,34,65,80,32,16,72,15,3,71,73,35,18,1,39
756651,16-07-19 14:25,5,8,35,55,24,80,29,2,74,45,71,42,63,23,17,53,66,68,77,49
756652,16-07-19 14:30,72,43,27,50,16,39,25,58,41,11,4,69,26,47,75,67,14,54,1,9
756653,16-07-19 14:35,28,3,70,24,56,44,55,20,72,23,73,18,11,57,64,12,41,4,80,22
756654,16-07-19 14:40,43,20,45,33,31,66,63,41,13,67,17,2,56,32,14,22,44,23,3,24
756655,16-07-19 14:45,16,47,40,58,33,76,31,73,61,57,80,49,77,64,55,38,11,20,41,53
756656,16-07-19 14:50,45,8,70,31,24,76,47,21,32,74,63,50,75,39,62,38,80,34,30,17
756657,16-07-19 14:55,16,51,25,14,3,55,4,48,60,47,75,73,57,1,36,65,24,33,46,56
756658,16-07-19 15:00,70,24,36,58,45,23,15,67,41,65,49,48,46,25,57,79,43,73,30,38
756659,16-07-19 15:05,49,53,2,18,67,68,33,32,48,39,45,59,73,44,63,47,12,19,38,6
756660,16-07-19 15:10,70,5,44,58,50,25,1,21,47,52,77,78,10,2,56,57,54,74,41,6
756661,16-07-19 15:15,66,65,45,31,8,12,49,33,63,25,39,78,15,72,47,70,46,52,38,80
756662,16-07-19 15:20,76,39,79,73,59,46,62,2,25,13,67,37,8,34,77,63,35,49,43,80
756663,16-07-19 15:25,27,8,60,63,29,17,78,36,16,52,62,57,58,47,5,51,44,22,56,19
756664,16-07-19 15:30,2,15,58,64,55,37,70,33,57,26,71,22,72,66,51,80,56,1,38,77
756665,16-07-19 15:35,19,37,28,58,10,52,55,36,40,23,60,44,50,69,21,29,59,47,27,5
756666,16-07-19 15:40,63,52,26,71,18,56,61,15,46,9,80,38,72,62,24,8,68,51,13,1
756667,16-07-19 15:45,42,43,16,12,18,35,32,10,17,3,45,34,29,27,36,72,60,66,48,22
756668,16-07-19 15:50,67,42,49,48,77,63,26,61,57,68,60,50,34,24,5,65,59,33,1,21
756669,16-07-19 15:55,2,35,5,22,10,78,29,74,13,56,77,42,37,69,58,34,62,12,45,7
756670,16-07-19 16:00,21,77,61,36,59,27,72,11,75,44,19,35,48,10,41,5,13,50,22,70
756671,16-07-19 16:05,17,29,28,73,80,50,46,64,70,20,52,12,47,78,25,55,53,66,67,11
756672,16-07-19 16:10,19,18,61,9,76,40,16,22,45,20,69,50,14,35,36,59,1,10,47,62
756673,16-07-19 16:15,14,17,36,52,50,56,28,30,10,20,21,51,59,46,11,25,18,67,44,15
756674,16-07-19 16:20,55,31,70,43,17,18,76,35,26,74,32,71,48,58,52,4,56,80,64,19
756675,16-07-19 16:25,29,78,15,37,42,64,35,56,73,67,66,27,76,58,20,10,6,33,32,3
756676,16-07-19 16:30,44,26,50,62,5,2,47,14,11,19,36,15,59,18,53,63,10,31,68,38
756677,16-07-19 16:35,66,72,8,45,59,61,74,78,17,55,67,33,31,26,18,12,14,41,64,30
756678,16-07-19 16:40,8,76,28,59,52,27,14,61,33,22,32,24,78,12,46,50,13,41,16,42
756679,16-07-19 16:45,74,52,47,22,12,31,32,69,77,78,36,59,10,76,40,28,51,41,43,58
756680,16-07-19 16:50,4,16,34,33,38,23,7,71,17,65,47,5,40,66,77,49,26,2,20,69
756681,16-07-19 16:55,66,50,78,54,47,57,17,11,59,41,46,42,6,8,32,51,25,49,2,13
756682,16-07-19 17:00,12,57,7,59,79,9,47,34,19,3,43,39,36,54,30,65,1,18,67,62
756683,16-07-19 17:05,80,55,34,70,74,33,72,59,41,67,19,49,47,48,64,58,61,13,32,30
756684,16-07-19 17:10,52,30,68,60,74,63,5,79,7,51,55,41,32,27,25,76,24,17,2,70
756685,16-07-19 17:15,71,28,52,19,70,57,53,36,34,60,68,25,69,4,63,21,62,79,39,29
756686,16-07-19 17:20,48,3,78,60,50,41,37,65,22,46,77,57,15,47,35,44,20,18,63,32
756687,16-07-19 17:25,33,26,66,78,69,55,62,77,43,46,61,60,65,57,63,11,34,25,10,47
756688,16-07-19 17:30,16,47,23,48,28,68,5,22,67,50,21,43,24,69,37,58,6,56,31,41
756689,16-07-19 17:35,18,65,31,38,39,35,59,57,43,6,7,17,45,24,62,2,66,71,68,1
756690,16-07-19 17:40,54,21,8,24,22,40,46,74,45,34,71,50,66,61,47,57,76,36,7,35
756691,16-07-19 17:45,75,11,3,4,51,70,23,1,17,34,48,5,68,24,61,8,7,72,50,40
756692,16-07-19 17:50,41,46,57,51,12,25,54,68,50,69,66,18,5,43,35,11,59,9,26,32
756693,16-07-19 17:55,6,56,74,39,9,65,10,27,48,53,37,15,25,7,68,69,73,23,32,19
756694,16-07-19 18:00,5,16,65,51,76,63,41,24,31,11,3,55,19,33,20,79,54,2,37,25
756695,16-07-19 18:05,68,70,67,45,12,33,62,75,24,8,78,25,18,56,57,6,20,35,1,39
756696,16-07-19 18:10,29,76,70,33,25,61,12,60,36,71,16,51,28,74,44,38,5,53,4,63
756697,16-07-19 18:15,26,25,42,12,75,51,27,49,73,60,54,41,76,50,37,21,33,70,24,7
756698,16-07-19 18:20,6,32,74,10,43,9,41,66,53,36,67,24,45,64,39,14,65,25,63,50
756699,16-07-19 18:25,74,78,67,40,28,26,70,62,51,69,30,5,27,76,8,43,32,63,35,2
756700,16-07-19 18:30,34,18,65,27,41,53,43,76,71,46,57,68,4,16,20,12,45,50,31,44
756701,16-07-19 18:35,43,54,15,42,23,17,44,65,48,26,18,34,8,68,41,76,25,61,27,51
756702,16-07-19 18:40,10,59,1,26,23,36,27,5,62,61,3,39,74,13,22,80,76,73,16,21
756703,16-07-19 18:45,53,75,15,45,9,72,76,1,11,64,49,22,28,23,40,66,29,74,21,8
756704,16-07-19 18:50,39,54,69,17,25,79,55,53,74,47,41,4,26,67,46,44,52,9,12,10
756705,16-07-19 18:55,64,1,35,39,76,54,18,6,55,3,78,27,73,40,12,26,52,46,36,68
756706,16-07-19 19:00,66,49,41,28,57,72,51,73,46,75,12,68,64,71,25,10,58,14,48,19
756707,16-07-19 19:05,37,63,14,25,66,69,74,30,23,21,60,28,58,79,57,40,29,22,32,54
756708,16-07-19 19:10,19,52,63,79,21,24,80,61,42,13,59,47,34,46,76,1,18,29,4,14
756709,16-07-19 19:15,51,38,47,34,79,63,5,74,33,28,69,20,68,7,27,4,13,22,17,18
756710,16-07-19 19:20,28,50,3,23,44,53,14,72,47,24,60,40,52,49,46,67,66,71,8,57
756711,16-07-19 19:25,32,64,45,66,78,35,44,10,21,27,69,19,51,63,9,52,22,25,8,79
756712,16-07-19 19:30,42,64,31,29,11,21,52,4,32,70,5,22,41,54,51,20,46,80,66,18
756713,16-07-19 19:35,67,17,50,25,28,2,15,14,33,52,78,54,36,60,46,71,23,34,72,66
756714,16-07-19 19:40,23,45,59,38,58,7,19,20,47,15,42,24,51,25,32,6,67,76,75,37
756715,16-07-19 19:45,57,37,62,38,31,55,20,80,19,10,51,33,60,50,6,41,15,18,46,30
756716,16-07-19 19:50,79,4,33,62,70,36,63,19,37,68,72,49,57,48,30,53,52,56,60,47
756717,16-07-19 19:55,48,11,16,59,27,41,40,46,79,24,13,31,63,75,55,6,10,44,20,34
756718,16-07-19 20:00,3,24,64,34,65,45,41,11,71,52,9,44,10,39,12,37,25,51,43,63
756719,16-07-19 20:05,57,79,16,32,56,28,38,72,54,74,13,9,75,17,21,39,46,76,51,2
756720,16-07-19 20:10,16,57,22,3,66,55,53,6,11,41,59,18,43,9,73,39,60,67,48,27
756721,16-07-19 20:15,78,25,71,55,24,66,20,49,32,79,37,72,58,13,14,31,41,46,40,1
756722,16-07-19 20:20,59,11,28,66,27,76,22,21,73,16,60,30,45,47,51,62,54,20,78,7
756723,16-07-19 20:25,30,39,19,50,41,45,55,21,51,35,38,36,1,28,61,25,64,18,3,12
756724,16-07-19 20:30,79,64,72,17,54,23,77,50,43,14,80,26,29,46,4,11,76,55,3,20
756725,16-07-19 20:35,59,80,22,72,56,30,78,28,29,16,79,64,34,73,24,75,33,52,17,36
756726,16-07-19 20:40,79,6,65,5,58,4,40,13,41,23,69,32,11,57,29,73,35,54,64,8
756727,16-07-19 20:45,33,69,64,50,70,38,32,73,58,41,68,54,7,76,17,11,80,44,63,52
756728,16-07-19 20:50,52,10,63,6,44,22,75,79,45,64,67,53,7,31,46,78,3,41,13,47
756729,16-07-19 20:55,80,17,30,39,45,66,42,56,74,47,69,2,5,65,73,3,23,14,38,51
756730,16-07-19 21:00,34,68,66,8,46,45,50,57,1,18,32,55,30,27,24,41,36,43,64,62
756731,16-07-19 21:05,41,44,34,36,14,23,76,25,61,31,79,30,56,12,28,39,13,53,16,51
756732,16-07-19 21:10,66,41,30,69,25,20,22,17,21,65,49,50,16,4,14,1,27,73,80,53
756733,16-07-19 21:15,24,42,52,53,57,58,1,25,47,38,71,3,61,36,54,77,13,78,14,64
756734,16-07-19 21:20,74,30,58,13,34,14,57,73,41,29,26,79,2,70,6,31,19,4,77,72
756735,16-07-19 21:25,10,26,44,46,40,29,61,43,65,68,72,24,20,3,62,63,49,39,5,27
756736,16-07-19 21:30,48,51,59,29,20,13,32,79,57,55,68,78,64,56,67,58,23,54,36,16
756737,16-07-19 21:35,10,14,70,58,18,30,7,26,53,48,72,5,21,43,16,68,8,74,13,71
756738,16-07-19 21:40,44,1,40,52,7,45,43,8,29,5,72,25,78,58,20,79,32,31,18,42
756739,16-07-19 21:45,44,45,18,68,24,73,54,22,71,25,38,15,37,50,8,39,16,53,69,48
756740,16-07-19 21:50,51,72,14,55,47,32,63,58,44,75,7,76,15,41,5,16,33,8,45,36
756741,16-07-19 21:55,6,31,39,64,60,50,25,11,51,48,37,10,28,40,71,79,18,80,4,34
756742,16-07-19 22:00,76,32,45,2,19,26,47,79,62,57,64,77,60,20,53,59,39,51,40,48
756743,16-07-19 22:05,17,30,54,44,69,43,73,63,37,76,16,40,46,80,27,68,39,14,66,51
756744,16-07-19 22:10,55,18,60,54,27,44,31,68,21,64,43,41,76,3,48,19,4,71,25,61
756745,16-07-19 22:15,15,62,2,44,5,54,14,41,38,39,1,74,57,21,31,32,40,63,9,66
756746,16-07-19 22:20,52,12,53,30,13,33,26,34,35,37,63,49,56,2,45,1,78,29,67,70
756747,16-07-19 22:25,19,30,34,36,13,16,75,73,40,51,68,47,57,33,31,37,26,32,54,71
756748,16-07-19 22:30,9,67,10,40,4,43,66,19,6,16,2,63,74,48,60,36,23,18,47,14
756749,16-07-19 22:35,44,45,42,11,51,41,1,71,52,34,54,78,12,17,5,58,74,14,25,70
756750,16-07-19 22:40,61,55,22,68,78,70,76,26,40,38,1,19,32,2,56,4,8,43,15,23
756751,16-07-19 22:45,22,43,80,69,15,34,70,41,9,79,11,42,58,28,53,10,26,23,3,68
756752,16-07-19 22:50,53,64,62,74,43,34,73,66,50,71,80,58,60,69,51,1,2,16,61,46
756753,16-07-19 22:55,23,2,49,35,28,67,20,11,31,7,69,52,61,70,17,59,71,51,80,60
756754,16-07-19 23:00,38,7,74,56,44,68,45,78,10,33,36,57,52,26,9,13,80,6,50,41
756755,16-07-19 23:05,39,33,71,60,76,32,65,54,58,19,68,35,66,49,17,20,21,2,77,61
756756,16-07-19 23:10,41,68,76,39,71,16,15,24,27,3,49,22,42,37,43,74,63,60,54,57
756757,16-07-19 23:15,67,4,50,71,43,64,56,36,61,74,32,57,35,63,15,48,12,5,76,9
756758,16-07-19 23:20,37,35,79,46,36,54,72,58,52,67,26,64,48,8,60,77,15,30,74,5
756759,16-07-19 23:25,25,8,76,43,53,7,49,59,47,79,12,78,28,71,32,62,70,68,46,63
756760,16-07-19 23:30,5,78,69,6,65,35,20,63,16,50,14,21,42,47,8,15,70,34,62,2
756761,16-07-19 23:35,3,19,41,72,67,44,5,64,28,30,2,52,27,6,61,33,42,10,7,54
756762,16-07-19 23:40,19,8,79,64,40,4,31,12,76,5,66,57,16,58,29,54,46,37,47,80
756763,16-07-19 23:45,59,1,75,6,24,19,42,28,68,34,11,55,45,30,57,22,16,12,47,39
756764,16-07-19 23:50,60,68,54,32,48,12,13,62,52,65,22,24,41,76,64,43,2,55,30,69
756765,16-07-19 23:55,56,19,16,73,17,78,34,53,79,39,37,11,49,22,77,23,52,28,43,33
756766,17-07-19 9:00,55,62,63,35,5,38,13,67,45,44,58,46,12,53,71,17,47,65,33,72
756767,17-07-19 9:05,41,21,8,10,60,32,34,18,74,54,72,7,5,23,19,61,4,56,48,12
756768,17-07-19 9:10,29,71,44,9,25,22,38,65,35,21,73,26,45,62,80,63,31,7,27,13
756769,17-07-19 9:15,74,61,30,16,39,51,31,64,22,58,20,23,53,79,63,76,11,47,14,15
756770,17-07-19 9:20,63,11,24,12,60,35,23,79,76,53,36,72,55,30,20,67,37,14,59,38
756771,17-07-19 9:25,49,44,50,55,77,71,39,10,75,41,72,4,32,3,25,40,29,63,42,5
756772,17-07-19 9:30,21,22,39,48,68,57,3,18,12,73,77,70,19,7,69,51,60,75,20,72
756773,17-07-19 9:35,40,62,8,44,23,51,78,35,74,9,26,6,49,50,11,67,37,12,48,64
756774,17-07-19 9:40,21,25,38,3,36,50,27,57,12,43,68,4,49,6,22,31,69,45,67,72
756775,17-07-19 9:45,52,51,19,56,30,11,70,42,71,15,50,77,44,65,37,26,17,39,63,6
756776,17-07-19 9:50,70,44,14,66,4,71,9,77,25,15,42,22,11,74,29,60,67,55,33,32
756777,17-07-19 9:55,26,47,35,65,18,44,30,6,13,24,36,48,16,5,78,12,57,31,62,46
756778,17-07-19 10:00,16,64,46,55,40,21,38,50,71,51,58,41,8,23,30,7,25,31,42,29
756779,17-07-19 10:05,37,56,57,63,64,58,43,55,39,2,75,54,9,16,71,68,73,32,5,70
756780,17-07-19 10:10,64,27,78,17,25,1,36,66,38,60,32,67,18,2,35,65,74,21,39,69
756781,17-07-19 10:15,49,30,21,34,75,39,25,55,43,37,48,31,73,41,18,61,80,67,47,16
756782,17-07-19 10:20,24,44,26,46,14,19,70,18,34,65,5,41,47,59,58,61,71,2,27,73
756783,17-07-19 10:25,49,52,42,79,15,6,2,1,57,16,56,71,69,62,35,19,40,27,76,23
756784,17-07-19 10:30,48,16,59,34,39,11,14,22,61,10,65,66,15,76,42,44,47,21,75,58
756785,17-07-19 10:35,29,7,75,45,17,31,66,57,32,34,16,8,63,37,36,27,25,14,61,65
756786,17-07-19 10:40,41,5,59,24,76,47,49,70,26,38,25,72,19,79,4,42,55,48,78,40
756787,17-07-19 10:45,23,25,15,31,67,44,29,62,6,53,30,72,26,37,2,73,80,79,55,40
756788,17-07-19 10:50,37,34,39,25,71,1,56,78,16,72,51,27,12,11,26,35,3,18,23,36
756789,17-07-19 10:55,45,2,69,46,78,21,22,7,70,48,44,20,54,77,30,50,12,42,33,71
756790,17-07-19 11:00,31,74,10,2,45,44,16,11,27,79,52,75,23,15,20,3,49,68,35,39
756791,17-07-19 11:05,61,49,68,59,38,35,20,58,1,39,36,16,23,31,80,63,66,9,43,6
756792,17-07-19 11:10,26,14,54,2,35,12,76,38,31,79,64,78,20,51,4,1,28,27,72,48
756793,17-07-19 11:15,23,50,48,78,58,49,80,70,15,53,73,47,1,12,33,64,40,79,69,45
756794,17-07-19 11:20,19,23,3,48,37,10,18,68,40,49,67,78,24,64,1,77,79,76,57,80
756795,17-07-19 11:25,27,31,30,20,66,42,38,80,78,46,62,36,26,45,22,28,63,52,75,12
756796,17-07-19 11:30,31,22,3,28,75,11,58,71,38,76,48,6,4,45,68,55,73,52,77,69
756797,17-07-19 11:35,52,19,72,71,21,44,12,65,58,60,5,46,61,11,40,32,22,73,7,38
756798,17-07-19 11:40,29,75,15,28,56,69,8,27,64,21,23,73,16,49,45,39,66,76,61,55
756799,17-07-19 11:45,53,5,77,50,54,49,78,11,75,44,18,40,13,16,38,37,8,35,63,21
756800,17-07-19 11:50,62,41,38,17,79,74,1,25,22,55,53,21,5,6,59,77,7,13,73,51
756801,17-07-19 11:55,42,25,21,78,27,74,38,19,34,30,13,59,51,55,44,9,15,37,2,68
756802,17-07-19 12:00,78,38,20,18,71,11,6,64,31,63,69,56,29,17,19,9,49,51,67,41
756803,17-07-19 12:05,24,66,31,43,60,57,3,12,38,58,62,36,65,10,18,48,23,41,8,1
756804,17-07-19 12:10,40,33,41,28,1,52,70,4,72,2,32,67,58,43,3,65,31,19,22,73
756805,17-07-19 12:15,36,19,33,63,38,44,24,60,70,80,26,16,51,8,4,15,74,41,61,40
756806,17-07-19 12:20,76,52,35,65,18,12,32,36,43,60,38,66,33,16,24,27,61,19,59,75
756807,17-07-19 12:25,24,44,62,54,31,80,46,73,53,48,26,51,40,75,9,13,42,19,29,28
756808,17-07-19 12:30,67,72,43,78,42,59,21,30,51,80,12,56,62,6,17,18,22,70,8,76
756809,17-07-19 12:35,68,3,6,61,31,43,21,54,13,48,36,55,2,76,66,39,26,45,70,62
756810,17-07-19 12:40,27,63,73,25,16,68,31,20,79,75,32,45,5,10,29,33,8,56,28,41
756811,17-07-19 12:45,16,62,36,8,18,71,6,3,9,47,76,7,58,39,68,15,43,41,33,37
756812,17-07-19 12:50,40,51,46,13,77,53,32,48,75,3,23,44,42,24,15,73,4,31,1,38
756813,17-07-19 12:55,34,26,74,50,59,18,76,21,58,3,61,53,30,45,51,71,9,78,52,80
756814,17-07-19 13:00,26,23,37,7,17,3,41,35,69,22,49,54,9,58,52,70,75,77,68,72
